t[s](1)             csi[m](2)           T0[K](3)            P0[Pa](4)           T[K](5)             P[Pa](6)            v[m/s](7)           rho[kg/m3](8)       MW[kg/kmol](9)      AR_x(10)        N2_x(11)        HE_x(12)        H2_x(13)        H_x(14)         O2_x(15)        O_x(16)         H2O_x(17)       OH_x(18)        H2O2_x(19)      HO2_x(20)       NO_x(21)        N2O_x(22)       NO2_x(23)       HNO_x(24)       HNO2_x(25)      HONO_x(26)      HONO2_x(27)     N2H2_x(28)      H2NN_x(29)      NH2OH_x(30)     HNOH_x(31)      NH3_x(32)       N2H4_x(33)      N_x(34)         NO3_x(35)       NH_x(36)        NNH_x(37)       NH2_x(38)       H2NO_x(39)      N2H3_x(40)      AR_w(41)        N2_w(42)        HE_w(43)        H2_w(44)        H_w(45)         O2_w(46)        O_w(47)         H2O_w(48)       OH_w(49)        H2O2_w(50)      HO2_w(51)       NO_w(52)        N2O_w(53)       NO2_w(54)       HNO_w(55)       HNO2_w(56)      HONO_w(57)      HONO2_w(58)     N2H2_w(59)      H2NN_w(60)      NH2OH_w(61)     HNOH_w(62)      NH3_w(63)       N2H4_w(64)      N_w(65)         NO3_w(66)       NH_w(67)        NNH_w(68)       NH2_w(69)       H2NO_w(70)      N2H3_w(71)      
2.895081e-04        8.571093e-03        1.139835e+03        2.553390e+05        1.183813e+03        2.553390e+05        2.985262e+01        7.306754e-01        2.816596e+01        0.000000e+00    7.924628e-01    0.000000e+00    2.191115e-04    1.920614e-06    1.593449e-01    3.121632e-05    4.763507e-02    1.053853e-04    1.394884e-06    1.086239e-05    1.664561e-04    3.843817e-06    1.399834e-05    3.551752e-08    7.802242e-09    1.466263e-06    2.418974e-08    2.218028e-10    1.084865e-12    4.367940e-09    8.531319e-10    1.329062e-06    8.500226e-12    1.441980e-10    6.391127e-09    1.488383e-08    3.153109e-12    1.416329e-07    1.352276e-08    3.805733e-12    0.000000e+00    7.881872e-01    0.000000e+00    1.568307e-05    6.873470e-08    1.810241e-01    1.773168e-05    3.046748e-02    6.363311e-05    1.684500e-06    1.272898e-05    1.773304e-04    6.006466e-06    2.286425e-05    3.910892e-08    1.302305e-08    2.447402e-06    5.411651e-08    2.364818e-10    1.156661e-12    5.122248e-09    9.699292e-10    8.036385e-07    9.671185e-12    7.170999e-11    1.406930e-08    7.934423e-09    3.248940e-12    8.057188e-08    1.537408e-08    4.193797e-12    
3.342676e-04        9.907556e-03        1.139835e+03        2.553390e+05        1.184308e+03        2.553390e+05        2.986415e+01        7.303933e-01        2.816687e+01        0.000000e+00    7.924883e-01    0.000000e+00    1.680256e-04    1.309372e-06    1.593317e-01    2.417447e-05    4.769561e-02    9.381721e-05    1.170320e-06    8.761655e-06    1.658203e-04    3.900984e-06    1.490958e-05    2.376420e-08    7.231361e-09    1.351373e-06    2.273860e-08    1.692750e-10    4.588125e-13    3.563550e-09    7.495216e-10    1.032447e-06    7.372582e-12    9.189953e-11    5.463751e-09    1.078546e-08    2.181448e-12    1.132262e-07    1.208760e-08    7.213143e-13    0.000000e+00    7.881873e-01    0.000000e+00    1.202617e-05    4.685813e-08    1.810032e-01    1.373128e-05    3.050521e-02    5.664632e-05    1.413265e-06    1.026693e-05    1.766474e-04    6.095602e-06    2.435185e-05    2.616630e-08    1.206978e-08    2.255561e-06    5.086843e-08    1.804719e-10    4.891612e-13    4.178812e-09    8.521068e-10    6.242653e-07    8.387932e-12    4.570038e-11    1.202741e-08    5.749437e-09    2.247676e-12    6.440982e-08    1.374200e-08    7.948401e-13    
3.653287e-04        1.083526e-02        1.139835e+03        2.553390e+05        1.184562e+03        2.553390e+05        2.987005e+01        7.302490e-01        2.816733e+01        0.000000e+00    7.925013e-01    0.000000e+00    1.421998e-04    1.031327e-06    1.593252e-01    2.059480e-05    4.772656e-02    8.733830e-05    1.047206e-06    7.638575e-06    1.654440e-04    3.931666e-06    1.542802e-05    1.845772e-08    6.833058e-09    1.280955e-06    2.180757e-08    1.424498e-10    8.665728e-13    3.129322e-09    6.786028e-10    8.836945e-07    5.904858e-12    6.749668e-11    4.912737e-09    8.869704e-09    1.735926e-12    9.840870e-08    1.115864e-08    4.450131e-12    0.000000e+00    7.881873e-01    0.000000e+00    1.017756e-05    3.690722e-08    1.809929e-01    1.169781e-05    3.052451e-02    5.273352e-05    1.264574e-06    8.950753e-06    1.762437e-04    6.143444e-06    2.519821e-05    2.032310e-08    1.140479e-08    2.137993e-06    4.878483e-08    1.518698e-10    9.238782e-13    3.669553e-09    7.714689e-10    5.343141e-07    6.717963e-12    3.356463e-11    1.081428e-08    4.728123e-09    1.788599e-12    5.597984e-08    1.268569e-08    4.903666e-12    
4.011089e-04        1.190412e-02        1.139835e+03        2.553390e+05        1.184792e+03        2.553390e+05        2.987540e+01        7.301181e-01        2.816775e+01        0.000000e+00    7.925130e-01    0.000000e+00    1.190226e-04    8.006481e-07    1.593196e-01    1.737177e-05    4.775461e-02    8.102415e-05    9.300322e-07    6.587692e-06    1.650728e-04    3.960348e-06    1.592999e-05    1.405171e-08    6.390479e-09    1.208341e-06    2.080367e-08    1.189995e-10    1.485068e-13    2.719298e-09    6.040218e-10    7.507873e-07    4.017277e-12    4.801883e-11    4.360391e-09    7.221408e-09    1.363498e-12    8.475644e-08    1.018967e-08    5.037749e-12    0.000000e+00    7.881873e-01    0.000000e+00    8.518590e-06    2.865168e-08    1.809839e-01    9.866992e-06    3.054200e-02    4.892041e-05    1.123062e-06    7.719232e-06    1.758456e-04    6.188170e-06    2.601768e-05    1.547159e-08    1.066594e-08    2.016765e-06    4.653836e-08    1.268670e-10    1.583250e-13    3.188697e-09    6.866714e-10    4.539468e-07    4.570392e-12    2.387836e-11    9.598272e-09    3.849418e-09    1.404849e-12    4.821303e-08    1.158394e-08    5.551088e-12    
4.473315e-04        1.328517e-02        1.139835e+03        2.553390e+05        1.185019e+03        2.553390e+05        2.988071e+01        7.299885e-01        2.816816e+01        0.000000e+00    7.925246e-01    0.000000e+00    9.638679e-05    5.948531e-07    1.593143e-01    1.421516e-05    4.778236e-02    7.423670e-05    8.081760e-07    5.516829e-06    1.646821e-04    3.989672e-06    1.645319e-05    9.856015e-09    5.858900e-09    1.126235e-06    1.960815e-08    9.710354e-11    1.345750e-13    2.288864e-09    5.351121e-10    6.211722e-07    1.130598e-12    3.499958e-11    3.759011e-09    5.342666e-09    1.028061e-12    7.119002e-08    9.295776e-09    4.557067e-13    0.000000e+00    7.881873e-01    0.000000e+00    6.898420e-06    2.128687e-08    1.809752e-01    8.073953e-06    3.055930e-02    4.482166e-05    9.758997e-07    6.464337e-06    1.754269e-04    6.233898e-06    2.687180e-05    1.085177e-08    9.778576e-09    1.879700e-06    4.386331e-08    1.035218e-10    1.434701e-13    2.683923e-09    6.083238e-10    3.755724e-07    1.286245e-12    1.740402e-11    8.274368e-09    2.847901e-09    1.059223e-12    4.049529e-08    1.056758e-08    5.021352e-13    
5.010738e-04        1.489116e-02        1.139835e+03        2.553390e+05        1.185216e+03        2.553390e+05        2.988530e+01        7.298762e-01        2.816851e+01        0.000000e+00    7.925346e-01    0.000000e+00    7.709362e-05    4.352091e-07    1.593100e-01    1.151504e-05    4.780638e-02    6.777373e-05    6.970042e-07    4.563532e-06    1.643345e-04    4.015448e-06    1.692026e-05    6.958344e-09    5.307327e-09    1.044520e-06    1.834424e-08    8.101716e-11    2.037759e-13    1.904179e-09    5.032690e-10    5.107503e-07    0.000000e+00    2.055747e-11    3.189679e-09    3.801864e-09    7.625719e-13    5.784429e-08    9.000916e-09    0.000000e+00    0.000000e+00    7.881873e-01    0.000000e+00    5.517534e-06    1.557380e-08    1.809681e-01    6.540252e-06    3.057428e-02    4.091902e-05    8.416455e-07    5.347245e-06    1.750543e-04    6.274095e-06    2.763429e-05    7.661252e-09    8.857883e-09    1.743294e-06    4.103543e-08    8.637110e-11    2.172422e-13    2.232814e-09    5.721169e-10    3.088054e-07    0.000000e+00    1.022235e-11    7.021061e-09    2.026553e-09    7.856774e-13    3.290337e-08    1.023225e-08    0.000000e+00    
5.604145e-04        1.666469e-02        1.139835e+03        2.553390e+05        1.185378e+03        2.553390e+05        2.988907e+01        7.297843e-01        2.816880e+01        0.000000e+00    7.925428e-01    0.000000e+00    6.160381e-05    3.186564e-07    1.593068e-01    9.340332e-06    4.782602e-02    6.192824e-05    6.012644e-07    3.770387e-06    1.640548e-04    4.037525e-06    1.729996e-05    5.034086e-09    4.780760e-09    9.679873e-07    1.708886e-08    6.123410e-11    3.633875e-14    1.581183e-09    4.629159e-10    4.216992e-07    1.238504e-12    1.623495e-11    2.688598e-09    3.196607e-09    5.683765e-13    4.758483e-08    7.843494e-09    6.737692e-13    0.000000e+00    7.881874e-01    0.000000e+00    4.408895e-06    1.140289e-08    1.809626e-01    5.305017e-06    3.058652e-02    3.738936e-05    7.260305e-07    4.417845e-06    1.747547e-04    6.308525e-06    2.825412e-05    5.542555e-09    7.978965e-09    1.615546e-06    3.822680e-08    6.528003e-11    3.873976e-14    1.854054e-09    5.262380e-10    2.549615e-07    1.408974e-12    8.072865e-12    5.918030e-09    1.703908e-09    5.855920e-13    2.706724e-08    8.916403e-09    7.423975e-13    
6.414081e-04        1.908567e-02        1.139835e+03        2.553390e+05        1.185537e+03        2.553390e+05        2.989277e+01        7.296939e-01        2.816908e+01        0.000000e+00    7.925507e-01    0.000000e+00    4.675310e-05    2.180239e-07    1.593040e-01    7.242863e-06    4.784529e-02    5.550018e-05    5.019261e-07    2.981566e-06    1.638101e-04    4.059770e-06    1.764903e-05    3.378773e-09    4.185084e-09    8.812533e-07    1.557930e-08    4.354179e-11    7.690759e-14    1.250612e-09    4.039829e-10    3.354940e-07    1.617017e-12    1.068863e-11    2.164519e-09    2.213590e-09    3.971924e-13    3.711957e-08    6.782149e-09    6.992648e-13    0.000000e+00    7.881874e-01    0.000000e+00    3.346018e-06    7.801750e-09    1.809576e-01    4.113679e-06    3.059855e-02    3.350807e-05    6.060728e-07    3.493531e-06    1.744922e-04    6.343218e-06    2.882393e-05    3.720010e-09    6.984727e-09    1.470774e-06    3.484966e-08    4.641827e-11    8.198829e-14    1.466420e-09    4.592389e-10    2.028393e-07    1.839568e-12    5.314890e-12    4.764402e-09    1.179912e-09    4.092188e-13    2.111417e-08    7.709800e-09    7.704823e-13    
7.470277e-04        2.224312e-02        1.139835e+03        2.553390e+05        1.185678e+03        2.553390e+05        2.989607e+01        7.296134e-01        2.816933e+01        0.000000e+00    7.925577e-01    0.000000e+00    3.400846e-05    1.412298e-07    1.593019e-01    5.424499e-06    4.786238e-02    4.896612e-05    4.078797e-07    2.279197e-06    1.636572e-04    4.079783e-06    1.790262e-05    2.137823e-09    3.578931e-09    7.905284e-07    1.390646e-08    2.996706e-11    4.548346e-14    9.464000e-10    3.452044e-10    2.600164e-07    1.067152e-12    6.290107e-12    1.673308e-09    1.470105e-09    2.641279e-13    2.776379e-08    5.846263e-09    4.533714e-13    0.000000e+00    7.881874e-01    0.000000e+00    2.433890e-06    5.053711e-09    1.809537e-01    3.080888e-06    3.060920e-02    2.956289e-05    4.925080e-07    2.670535e-06    1.743278e-04    6.374432e-06    2.923782e-05    2.353710e-09    5.973031e-09    1.319347e-06    3.110737e-08    3.194647e-11    4.848778e-14    1.109703e-09    3.924173e-10    1.572043e-07    1.214014e-12    3.127711e-12    3.683148e-09    7.836048e-10    2.721229e-13    1.579232e-08    6.645846e-09    4.995412e-13    
8.769767e-04        2.612827e-02        1.139835e+03        2.553390e+05        1.185792e+03        2.553390e+05        2.989874e+01        7.295482e-01        2.816953e+01        0.000000e+00    7.925633e-01    0.000000e+00    2.414674e-05    8.885268e-08    1.593007e-01    3.994401e-06    4.787618e-02    4.282521e-05    3.262222e-07    1.716233e-06    1.636318e-04    4.096073e-06    1.801892e-05    1.323071e-09    3.024848e-09    7.029324e-07    1.221518e-08    1.998063e-11    2.600589e-14    6.964355e-10    2.906562e-10    1.997133e-07    6.805758e-13    3.529777e-12    1.260497e-09    9.444151e-10    1.712648e-13    2.022978e-08    4.971702e-09    2.939345e-13    0.000000e+00    7.881874e-01    0.000000e+00    1.728102e-06    3.179446e-09    1.809510e-01    2.268637e-06    3.061782e-02    2.585518e-05    3.939052e-07    2.010896e-06    1.742996e-04    6.399839e-06    2.942755e-05    1.456671e-09    5.048263e-09    1.173146e-06    2.732396e-08    2.130026e-11    2.772347e-14    8.166010e-10    3.304064e-10    1.207446e-07    7.742314e-13    1.755144e-12    2.774482e-09    5.033948e-10    1.764477e-13    1.150683e-08    5.651633e-09    3.238655e-13    
1.035178e-03        3.085848e-02        1.139835e+03        2.553390e+05        1.185882e+03        2.553390e+05        2.990085e+01        7.294967e-01        2.816968e+01        0.000000e+00    7.925676e-01    0.000000e+00    1.681643e-05    5.465138e-08    1.593002e-01    2.906068e-06    4.788702e-02    3.718082e-05    2.571903e-07    1.283405e-06    1.637370e-04    4.108774e-06    1.799559e-05    8.142346e-10    2.539857e-09    6.202882e-07    1.057310e-08    1.301828e-11    1.409514e-14    5.004584e-10    2.415774e-10    1.527766e-07    4.168469e-13    1.910395e-12    9.298566e-10    5.894674e-10    1.090139e-13    1.442674e-08    4.165786e-09    1.773520e-13    0.000000e+00    7.881874e-01    0.000000e+00    1.203490e-06    1.955599e-09    1.809495e-01    1.650504e-06    3.062458e-02    2.244733e-05    3.105492e-07    1.503746e-06    1.744106e-04    6.419649e-06    2.938930e-05    8.964487e-10    4.238824e-09    1.035213e-06    2.365067e-08    1.387800e-11    1.502598e-14    5.868061e-10    2.746141e-10    9.236659e-08    4.742076e-13    9.499186e-13    2.046698e-09    3.141978e-10    1.123123e-13    8.205975e-09    4.735474e-09    1.954105e-13    
1.230704e-03        3.670503e-02        1.139835e+03        2.553390e+05        1.185953e+03        2.553390e+05        2.990252e+01        7.294561e-01        2.816980e+01        0.000000e+00    7.925709e-01    0.000000e+00    1.144363e-05    3.269472e-08    1.593003e-01    2.082419e-06    4.789553e-02    3.198183e-05    1.989954e-07    9.548011e-07    1.639654e-04    4.118488e-06    1.784213e-05    4.992854e-10    2.119481e-09    5.421465e-07    9.004341e-09    8.286397e-12    7.277172e-15    3.500521e-10    1.971729e-10    1.161679e-07    2.433842e-13    9.902518e-13    6.703846e-10    3.556012e-10    6.783657e-14    1.003842e-08    3.421031e-09    8.451813e-14    0.000000e+00    7.881875e-01    0.000000e+00    8.189747e-07    1.169915e-09    1.809487e-01    1.182707e-06    3.062989e-02    1.930844e-05    2.402796e-07    1.118722e-06    1.746533e-04    6.434799e-06    2.913855e-05    5.496964e-10    3.537234e-09    9.047965e-07    2.014148e-08    8.833592e-12    7.757723e-15    4.104474e-10    2.241361e-10    7.023323e-08    2.768742e-13    4.923875e-13    1.475571e-09    1.895417e-10    6.988878e-14    5.709858e-09    3.888855e-09    9.312363e-14    
1.475006e-03        4.401044e-02        1.139835e+03        2.553390e+05        1.186009e+03        2.553390e+05        2.990383e+01        7.294242e-01        2.816989e+01        0.000000e+00    7.925734e-01    0.000000e+00    7.594246e-06    1.897448e-08    1.593007e-01    1.467279e-06    4.790217e-02    2.722283e-05    1.506095e-07    7.094487e-07    1.643037e-04    4.125680e-06    1.757316e-05    3.067319e-10    1.758649e-09    4.686991e-07    7.540204e-09    5.174846e-12    4.977152e-15    2.379785e-10    1.571921e-10    8.773811e-08    1.351804e-13    4.894065e-13    4.721835e-10    2.068497e-10    4.120424e-14    6.806087e-09    2.739154e-09    2.990775e-14    0.000000e+00    7.881875e-01    0.000000e+00    5.434882e-07    6.789619e-10    1.809486e-01    8.333368e-07    3.063404e-02    1.643524e-05    1.818549e-07    8.312445e-07    1.750130e-04    6.446017e-06    2.869919e-05    3.377004e-10    2.935027e-09    7.822165e-07    1.686635e-08    5.516551e-12    5.305803e-15    2.790366e-10    1.786875e-10    5.304486e-08    1.537809e-13    2.433491e-13    1.039311e-09    1.102542e-10    4.245064e-14    3.871295e-09    3.113722e-09    3.295280e-14    
1.783808e-03        5.324498e-02        1.139835e+03        2.553390e+05        1.186052e+03        2.553390e+05        2.990485e+01        7.293991e-01        2.816995e+01        0.000000e+00    7.925753e-01    0.000000e+00    4.904929e-06    1.065737e-08    1.593013e-01    1.014715e-06    4.790733e-02    2.290510e-05    1.111570e-07    5.285834e-07    1.647322e-04    4.130765e-06    1.720869e-05    1.900073e-10    1.450539e-09    4.002783e-07    6.206817e-09    3.185423e-12    3.422147e-15    1.570270e-10    1.216114e-10    6.576362e-08    7.215690e-14    2.289793e-13    3.249106e-10    1.158791e-10    2.439978e-14    4.489763e-09    2.124995e-09    7.860442e-14    0.000000e+00    7.881875e-01    0.000000e+00    3.510243e-07    3.813506e-10    1.809490e-01    5.763028e-07    3.063728e-02    1.382846e-05    1.342172e-07    6.193274e-07    1.754690e-04    6.453946e-06    2.810391e-05    2.091905e-10    2.420813e-09    6.680268e-07    1.388373e-08    3.395755e-12    3.648109e-15    1.841182e-10    1.382409e-10    3.975939e-08    8.208533e-14    1.138558e-13    7.151505e-10    6.176527e-11    2.513779e-14    2.553766e-09    2.415573e-09    8.660732e-14    
2.178245e-03        6.504074e-02        1.139835e+03        2.553390e+05        1.186086e+03        2.553390e+05        2.990565e+01        7.293797e-01        2.817000e+01        0.000000e+00    7.925767e-01    0.000000e+00    3.079389e-06    5.787513e-09    1.593022e-01    6.878013e-07    4.791134e-02    1.903774e-05    7.982409e-08    3.963840e-07    1.652261e-04    4.134089e-06    1.677349e-05    1.197900e-10    1.188522e-09    3.373968e-07    5.024430e-09    1.950066e-12    0.000000e+00    1.004554e-10    9.065302e-11    4.889249e-08    3.723050e-14    9.875172e-14    2.186486e-10    6.288111e-11    1.408156e-14    2.876723e-09    1.586486e-09    6.457487e-14    0.000000e+00    7.881875e-01    0.000000e+00    2.203780e-07    2.070931e-10    1.809496e-01    3.906330e-07    3.063978e-02    1.149361e-05    9.638397e-08    4.644320e-07    1.759948e-04    6.459128e-06    2.739313e-05    1.318838e-10    1.983528e-09    5.630825e-07    1.123888e-08    2.078825e-12    0.000000e+00    1.177864e-10    1.030490e-10    2.955939e-08    4.235316e-14    4.910242e-14    4.812598e-10    3.351650e-11    1.450746e-14    1.636270e-09    1.803424e-09    7.114926e-14    
2.679096e-03        8.001918e-02        1.139835e+03        2.553390e+05        1.186112e+03        2.553390e+05        2.990626e+01        7.293647e-01        2.817004e+01        0.000000e+00    7.925777e-01    0.000000e+00    1.891016e-06    3.051398e-09    1.593031e-01    4.599388e-07    4.791439e-02    1.567088e-05    5.602110e-08    3.011298e-07    1.657505e-04    4.135915e-06    1.630161e-05    7.745908e-11    9.693988e-10    2.813022e-07    4.016895e-09    1.207839e-12    7.285446e-16    6.258123e-11    6.498348e-11    3.619833e-08    7.955554e-15    3.047255e-14    1.455621e-10    3.472279e-11    7.952634e-15    1.794684e-09    1.138038e-09    1.749985e-14    0.000000e+00    7.881875e-01    0.000000e+00    1.353314e-07    1.091873e-10    1.809504e-01    2.612194e-07    3.064170e-02    9.460925e-06    6.764285e-08    3.528248e-07    1.765532e-04    6.461973e-06    2.662245e-05    8.527912e-11    1.617831e-09    4.694655e-07    8.985171e-09    1.287588e-12    7.766477e-16    7.337790e-11    7.386930e-11    2.188474e-08    9.050172e-15    1.515188e-14    3.203913e-10    1.850770e-11    8.193151e-15    1.020809e-09    1.293653e-09    1.928149e-14    
3.294876e-03        9.843501e-02        1.139835e+03        2.553390e+05        1.186131e+03        2.553390e+05        2.990672e+01        7.293536e-01        2.817006e+01        0.000000e+00    7.925783e-01    0.000000e+00    1.158590e-06    1.617660e-09    1.593039e-01    3.072907e-07    4.791665e-02    1.287440e-05    3.896297e-08    2.334040e-07    1.662613e-04    4.136477e-06    1.583552e-05    5.098405e-11    7.922084e-10    2.336736e-07    3.204374e-09    7.817277e-13    9.498399e-17    3.901205e-11    4.518873e-11    2.694930e-08    7.140428e-15    2.249477e-14    9.726928e-11    1.596397e-11    4.571660e-15    1.136539e-09    7.914751e-10    1.855651e-15    0.000000e+00    7.881875e-01    0.000000e+00    8.291488e-08    5.788418e-11    1.809512e-01    1.745237e-07    3.064312e-02    7.772610e-06    4.704593e-08    2.734723e-07    1.770972e-04    6.462846e-06    2.586125e-05    5.613120e-11    1.322116e-09    3.899778e-07    7.167681e-09    8.333416e-13    1.012553e-16    4.574247e-11    5.136779e-11    1.629296e-08    8.122884e-15    1.118508e-14    2.140955e-10    8.508998e-12    4.709919e-15    6.464583e-10    8.997004e-10    2.044571e-15    
4.073689e-03        1.217269e-01        1.139835e+03        2.553390e+05        1.186146e+03        2.553390e+05        2.990707e+01        7.293450e-01        2.817008e+01        0.000000e+00    7.925788e-01    0.000000e+00    6.992581e-07    8.464702e-10    1.593047e-01    2.036208e-07    4.791839e-02    1.051036e-05    2.665774e-08    1.830398e-07    1.667533e-04    4.136002e-06    1.538227e-05    3.558055e-11    6.450916e-10    1.926485e-07    2.540128e-09    5.170707e-13    1.727156e-17    2.378700e-11    3.020516e-11    2.002370e-08    3.548231e-15    7.681371e-15    6.513224e-11    8.476954e-12    2.604246e-15    7.044544e-10    5.290328e-10    0.000000e+00    0.000000e+00    7.881875e-01    0.000000e+00    5.004262e-08    3.028895e-11    1.809520e-01    1.156450e-07    3.064421e-02    6.345373e-06    3.218792e-08    2.144620e-07    1.776210e-04    6.462100e-06    2.512103e-05    3.917260e-11    1.076592e-09    3.215107e-07    5.681863e-09    5.512101e-13    1.841191e-17    2.789075e-11    3.433536e-11    1.210588e-08    4.036433e-15    3.819406e-15    1.433599e-10    4.518322e-12    2.683004e-15    4.006902e-10    6.013718e-10    0.000000e+00    
5.097518e-03        1.523468e-01        1.139835e+03        2.553390e+05        1.186157e+03        2.553390e+05        2.990735e+01        7.293382e-01        2.817009e+01        0.000000e+00    7.925792e-01    0.000000e+00    4.089628e-07    4.298236e-10    1.593054e-01    1.321876e-07    4.791977e-02    8.480731e-06    1.776837e-08    1.436959e-07    1.672273e-04    4.134496e-06    1.494212e-05    2.511512e-11    5.200757e-10    1.568301e-07    1.990350e-09    3.431611e-13    0.000000e+00    1.403639e-11    1.915155e-11    1.469077e-08    1.554744e-15    3.105666e-15    4.347807e-11    4.143015e-12    1.452371e-15    4.243680e-10    3.353881e-10    1.386490e-15    0.000000e+00    7.881875e-01    0.000000e+00    2.926753e-08    1.538022e-11    1.809527e-01    7.507500e-08    3.064508e-02    5.120033e-06    2.145444e-08    1.683639e-07    1.781259e-04    6.459744e-06    2.440219e-05    2.765061e-11    8.679533e-10    2.617335e-07    4.452095e-09    3.658181e-13    0.000000e+00    1.645795e-11    2.177029e-11    8.881708e-09    1.768661e-15    1.544229e-15    9.569775e-11    2.208277e-12    1.496293e-15    2.413783e-10    3.812483e-10    1.527644e-15    
6.402895e-03        1.913873e-01        1.139835e+03        2.553390e+05        1.186166e+03        2.553390e+05        2.990756e+01        7.293330e-01        2.817010e+01        0.000000e+00    7.925794e-01    0.000000e+00    2.363225e-07    2.187183e-10    1.593060e-01    8.565986e-08    4.792083e-02    6.826759e-06    1.174921e-08    1.136856e-07    1.676579e-04    4.131948e-06    1.453960e-05    1.827459e-11    4.187279e-10    1.272181e-07    1.558651e-09    2.311653e-13    2.553957e-17    8.165634e-12    1.175484e-11    1.075431e-08    6.624590e-16    1.222393e-15    2.965995e-11    2.001662e-12    8.136733e-16    2.537180e-10    2.058308e-10    1.466436e-15    0.000000e+00    7.881875e-01    0.000000e+00    1.691248e-08    7.826314e-12    1.809534e-01    4.864989e-08    3.064575e-02    4.121487e-06    1.418659e-08    1.332018e-07    1.785846e-04    6.455762e-06    2.374483e-05    2.011949e-11    6.988139e-10    2.123140e-07    3.486453e-09    2.464278e-13    2.722579e-17    9.574368e-12    1.336217e-11    6.501812e-09    7.536062e-16    6.078096e-16    6.528324e-11    1.066910e-12    8.382799e-16    1.443135e-10    2.339756e-10    1.615729e-15    
8.087731e-03        2.417768e-01        1.139835e+03        2.553390e+05        1.186173e+03        2.553390e+05        2.990773e+01        7.293290e-01        2.817010e+01        0.000000e+00    7.925795e-01    0.000000e+00    1.342106e-07    1.119109e-10    1.593066e-01    5.543714e-08    4.792164e-02    5.483540e-06    7.717107e-09    9.030715e-08    1.680480e-04    4.128219e-06    1.417269e-05    1.362611e-11    3.365775e-10    1.028807e-07    1.220164e-09    1.558822e-13    1.446838e-17    4.664272e-12    7.005059e-12    7.822746e-09    3.090560e-16    4.767480e-16    2.083072e-11    9.517178e-13    4.571973e-16    1.500954e-10    1.226532e-10    1.306131e-16    0.000000e+00    7.881875e-01    0.000000e+00    9.604814e-09    4.004465e-12    1.809540e-01    3.148511e-08    3.064626e-02    3.310551e-06    9.318023e-09    1.058100e-07    1.790000e-04    6.449934e-06    2.314562e-05    1.500173e-11    5.617131e-10    1.716973e-07    2.729310e-09    1.661742e-13    1.542364e-17    5.468951e-12    7.962911e-12    4.729454e-09    3.515787e-16    2.370531e-16    4.584960e-11    5.072769e-13    4.710235e-16    8.537344e-11    1.394245e-10    1.439103e-16    
1.028208e-02        3.074050e-01        1.139835e+03        2.553390e+05        1.186178e+03        2.553390e+05        2.990785e+01        7.293259e-01        2.817011e+01        0.000000e+00    7.925796e-01    0.000000e+00    7.461058e-08    5.818905e-11    1.593070e-01    3.599001e-08    4.792227e-02    4.404043e-06    5.058783e-09    7.195758e-08    1.684021e-04    4.123049e-06    1.383747e-05    1.036792e-11    2.705543e-10    8.312873e-08    9.566577e-10    1.036830e-13    0.000000e+00    2.615309e-12    4.072449e-12    5.633996e-09    2.413515e-16    1.857839e-16    1.520518e-11    4.441433e-13    2.580839e-16    8.777913e-11    7.130557e-11    0.000000e+00    0.000000e+00    7.881875e-01    0.000000e+00    5.339523e-09    2.082156e-12    1.809545e-01    2.044026e-08    3.064666e-02    2.658831e-06    6.108228e-09    8.431037e-08    1.793771e-04    6.441856e-06    2.259818e-05    1.141461e-11    4.515271e-10    1.387333e-07    2.139890e-09    1.105285e-13    0.000000e+00    3.066501e-12    4.629303e-12    3.406185e-09    2.745587e-16    9.237718e-17    3.346747e-11    2.367336e-13    2.658887e-16    4.992828e-11    8.105567e-11    0.000000e+00    
1.318188e-02        3.941319e-01        1.139835e+03        2.553390e+05        1.186182e+03        2.553390e+05        2.990795e+01        7.293235e-01        2.817011e+01        0.000000e+00    7.925797e-01    0.000000e+00    4.027768e-08    3.116982e-11    1.593074e-01    2.357128e-08    4.792276e-02    3.545509e-06    3.328654e-09    5.752048e-08    1.687290e-04    4.115994e-06    1.352569e-05    8.020681e-12    2.179868e-10    6.729513e-08    7.527435e-10    6.732846e-14    2.607367e-18    1.441780e-12    2.310028e-12    3.991429e-09    1.517223e-16    7.264169e-17    1.161110e-11    2.024099e-13    1.464114e-16    5.056362e-11    4.045099e-11    0.000000e+00    0.000000e+00    7.881875e-01    0.000000e+00    2.882481e-09    1.115337e-12    1.809549e-01    1.338713e-08    3.064697e-02    2.140512e-06    4.019183e-09    6.739488e-08    1.797253e-04    6.430833e-06    2.208900e-05    8.830403e-12    3.637975e-10    1.123086e-07    1.683766e-09    7.177373e-14    2.779515e-18    1.690515e-12    2.625894e-12    2.413126e-09    1.725976e-16    3.611957e-17    2.555670e-11    1.078869e-13    1.508391e-16    2.876031e-11    4.598213e-11    0.000000e+00    
