t[s](1)             csi[m](2)           T0[K](3)            P0[Pa](4)           T[K](5)             P[Pa](6)            v[m/s](7)           rho[kg/m3](8)       MW[kg/kmol](9)      NO_x(10)        NH3_x(11)       H2_x(12)        O2_x(13)        H_x(14)         O_x(15)         OH_x(16)        HO2_x(17)       H2O_x(18)       H2O2_x(19)      NH2_x(20)       NH_x(21)        N_x(22)         NNH_x(23)       NH2OH_x(24)     H2NO_x(25)      HNOH_x(26)      HNO_x(27)       HON_x(28)       NO2_x(29)       HONO_x(30)      HNO2_x(31)      NO3_x(32)       HONO2_x(33)     N2O_x(34)       N2H4_x(35)      N2H3_x(36)      N2H2_x(37)      H2NN_x(38)      AR_x(39)        HE_x(40)        N2_x(41)        CO2_x(42)       NO_w(43)        NH3_w(44)       H2_w(45)        O2_w(46)        H_w(47)         O_w(48)         OH_w(49)        HO2_w(50)       H2O_w(51)       H2O2_w(52)      NH2_w(53)       NH_w(54)        N_w(55)         NNH_w(56)       NH2OH_w(57)     H2NO_w(58)      HNOH_w(59)      HNO_w(60)       HON_w(61)       NO2_w(62)       HONO_w(63)      HNO2_w(64)      NO3_w(65)       HONO2_w(66)     N2O_w(67)       N2H4_w(68)      N2H3_w(69)      N2H2_w(70)      H2NN_w(71)      AR_w(72)        HE_w(73)        N2_w(74)        CO2_w(75)       
1.389424e-02        9.089107e-03        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541644e-01        1.421414e+00        2.799300e+01        4.876901e-04    1.763413e-08    1.158501e-08    1.640001e-01    1.251594e-11    1.142751e-08    3.020598e-06    7.085123e-08    6.769175e-02    3.808247e-09    6.428839e-11    2.637418e-14    1.670881e-17    6.309418e-16    2.797654e-12    0.000000e+00    0.000000e+00    2.363926e-11    1.480428e-08    5.357705e-05    2.606836e-07    4.534541e-10    6.077517e-11    3.801624e-09    3.527294e-05    0.000000e+00    0.000000e+00    7.840651e-13    0.000000e+00    0.000000e+00    0.000000e+00    7.677282e-01    0.000000e+00    5.227603e-04    1.072864e-08    8.343297e-10    1.874638e-01    4.506865e-13    6.531228e-09    1.835149e-06    8.353931e-08    4.356328e-02    4.627361e-09    3.679824e-11    1.414669e-14    8.360674e-18    6.541347e-16    3.301058e-12    0.000000e+00    0.000000e+00    2.619041e-11    1.640195e-08    8.805102e-05    4.378065e-07    7.615561e-10    1.346159e-10    8.557424e-09    5.545915e-05    0.000000e+00    0.000000e+00    8.411202e-13    0.000000e+00    0.000000e+00    0.000000e+00    7.683042e-01    0.000000e+00    
1.975890e-02        1.292556e-02        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541653e-01        1.421412e+00        2.799296e+01        4.901827e-04    3.048199e-09    3.689506e-09    1.640012e-01    1.097845e-11    1.106685e-08    2.972485e-06    6.619388e-08    6.769172e-02    3.678869e-09    1.124113e-11    4.890258e-15    1.144723e-17    1.413003e-16    5.210578e-13    5.041102e-12    2.292346e-13    2.454963e-11    1.480426e-08    5.107505e-05    2.576482e-07    4.481702e-10    5.511819e-11    3.566260e-09    3.499471e-05    0.000000e+00    7.312445e-18    1.311915e-13    1.485579e-18    0.000000e+00    0.000000e+00    7.677275e-01    0.000000e+00    5.254330e-04    1.854533e-09    2.657113e-10    1.874654e-01    3.953238e-13    6.325112e-09    1.805920e-06    7.804802e-08    4.356332e-02    4.470162e-09    6.434354e-12    2.623061e-15    5.727915e-18    1.464946e-16    6.148167e-13    5.766671e-12    2.622285e-13    2.719906e-11    1.640195e-08    8.393923e-05    4.327093e-07    7.526830e-10    1.220860e-10    8.027631e-09    5.502177e-05    0.000000e+00    8.107884e-18    1.407383e-13    1.593685e-18    0.000000e+00    0.000000e+00    7.683045e-01    0.000000e+00    
2.988206e-02        1.954779e-02        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541667e-01        1.421409e+00        2.799290e+01        4.939407e-04    1.743111e-10    2.364639e-09    1.640030e-01    9.908926e-12    1.052210e-08    2.894706e-06    5.938820e-08    6.769162e-02    3.481499e-09    6.287347e-13    3.136726e-16    1.038962e-17    3.995013e-17    3.071042e-14    2.205014e-13    1.001668e-14    2.191264e-11    1.480423e-08    4.731931e-05    2.525482e-07    4.392936e-10    4.718181e-11    3.217595e-09    3.451926e-05    0.000000e+00    0.000000e+00    7.117786e-15    7.813647e-20    0.000000e+00    0.000000e+00    7.677263e-01    0.000000e+00    5.294623e-04    1.060516e-10    1.702972e-10    1.874678e-01    3.568118e-13    6.013778e-09    1.758669e-06    7.002371e-08    4.356335e-02    4.230348e-09    3.598847e-13    1.682496e-16    5.198724e-18    4.141881e-17    3.623651e-14    2.522388e-13    1.145841e-14    2.427753e-11    1.640195e-08    7.776703e-05    4.241450e-07    7.377767e-10    1.045072e-10    7.242804e-09    5.427435e-05    0.000000e+00    0.000000e+00    7.635761e-15    8.382262e-20    0.000000e+00    0.000000e+00    7.683050e-01    0.000000e+00    
4.892619e-02        3.200585e-02        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541688e-01        1.421405e+00        2.799281e+01        4.995113e-04    1.234569e-13    2.082264e-09    1.640058e-01    8.550152e-12    9.668003e-09    2.768971e-06    4.974052e-08    6.769148e-02    3.176297e-09    0.000000e+00    4.496828e-17    9.592272e-18    2.921653e-17    0.000000e+00    0.000000e+00    0.000000e+00    1.861539e-11    1.480418e-08    4.175667e-05    2.439212e-07    4.242807e-10    3.660415e-11    2.715932e-09    3.364228e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.677248e-01    0.000000e+00    5.354352e-04    7.511192e-14    1.499615e-10    1.874716e-01    3.078845e-13    5.525647e-09    1.682285e-06    5.864847e-08    4.356340e-02    3.859511e-09    0.000000e+00    2.412044e-17    4.799766e-18    3.029071e-17    0.000000e+00    0.000000e+00    0.000000e+00    2.062450e-11    1.640195e-08    6.862532e-05    4.096576e-07    7.125654e-10    8.107810e-11    6.113581e-09    5.289564e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.683059e-01    0.000000e+00    
8.066631e-02        5.276928e-02        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541713e-01        1.421399e+00        2.799270e+01        5.058709e-04    0.000000e+00    1.812218e-09    1.640091e-01    7.030844e-12    8.617636e-09    2.607494e-06    3.940437e-08    6.769131e-02    2.808068e-09    4.450823e-16    3.775878e-17    8.622778e-18    2.378926e-17    3.962793e-17    2.872234e-15    1.297615e-16    1.500937e-11    1.480412e-08    3.540811e-05    2.322330e-07    4.039439e-10    2.624386e-11    2.168764e-09    3.223006e-05    0.000000e+00    4.682501e-21    8.799992e-18    1.481884e-21    0.000000e+00    0.000000e+00    7.677232e-01    0.000000e+00    5.422543e-04    0.000000e+00    1.305137e-10    1.874761e-01    2.531764e-13    4.925339e-09    1.584186e-06    4.646141e-08    4.356346e-02    3.412090e-09    2.547647e-16    2.025343e-17    4.314669e-18    2.466400e-17    4.675899e-17    3.285667e-15    1.484395e-16    1.662935e-11    1.640195e-08    5.819196e-05    3.900292e-07    6.784131e-10    5.813029e-11    4.881921e-09    5.067541e-05    0.000000e+00    5.191906e-21    9.440452e-18    1.589735e-21    0.000000e+00    0.000000e+00    7.683073e-01    0.000000e+00    
1.189511e-01        7.781411e-02        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541734e-01        1.421395e+00        2.799261e+01        5.106950e-04    0.000000e+00    1.600860e-09    1.640118e-01    5.899856e-12    7.758431e-09    2.468956e-06    3.206939e-08    6.769118e-02    2.512311e-09    0.000000e+00    2.872132e-17    7.806086e-18    1.981620e-17    8.208105e-18    0.000000e+00    0.000000e+00    1.238751e-11    1.480407e-08    3.059422e-05    2.217327e-07    3.856759e-10    1.955610e-11    1.774266e-09    3.060551e-05    0.000000e+00    5.143439e-22    0.000000e+00    7.685536e-23    0.000000e+00    0.000000e+00    7.677224e-01    0.000000e+00    5.474270e-04    0.000000e+00    1.152923e-10    1.874798e-01    2.124509e-13    4.434282e-09    1.500022e-06    3.781292e-08    4.356351e-02    3.052724e-09    0.000000e+00    1.540587e-17    3.906025e-18    2.054492e-17    9.685187e-18    0.000000e+00    0.000000e+00    1.372456e-11    1.640195e-08    5.028066e-05    3.723953e-07    6.477345e-10    4.331702e-11    3.993913e-09    4.812128e-05    0.000000e+00    5.703006e-22    0.000000e+00    8.244913e-23    0.000000e+00    0.000000e+00    7.683089e-01    0.000000e+00    
1.648056e-01        1.078110e-01        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541752e-01        1.421391e+00        2.799254e+01        5.142365e-04    0.000000e+00    1.441513e-09    1.640141e-01    5.082193e-12    7.083143e-09    2.355500e-06    2.697975e-08    6.769106e-02    2.283557e-09    1.202889e-16    2.360497e-17    7.149115e-18    1.697451e-17    1.181092e-17    1.307711e-15    5.933000e-17    1.053464e-11    1.480403e-08    2.706147e-05    2.128425e-07    3.702104e-10    1.528950e-11    1.497272e-09    2.876738e-05    0.000000e+00    8.817423e-22    1.139063e-18    1.357451e-22    0.000000e+00    0.000000e+00    7.677222e-01    0.000000e+00    5.512247e-04    0.000000e+00    1.038166e-10    1.874829e-01    1.830077e-13    4.048336e-09    1.431095e-06    3.181182e-08    4.356355e-02    2.774771e-09    6.885366e-17    1.266154e-17    3.577298e-18    1.759877e-17    1.393638e-17    1.495953e-15    6.787041e-17    1.167173e-11    1.640195e-08    4.447481e-05    3.574654e-07    6.217621e-10    3.386652e-11    3.370401e-09    4.523129e-05    0.000000e+00    9.776719e-22    1.221971e-18    1.456254e-22    0.000000e+00    0.000000e+00    7.683108e-01    0.000000e+00    
2.215100e-01        1.449057e-01        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541767e-01        1.421387e+00        2.799247e+01        5.168275e-04    0.000000e+00    1.321566e-09    1.640161e-01    4.487892e-12    6.553841e-09    2.263680e-06    2.341383e-08    6.769095e-02    2.107118e-09    6.187814e-17    1.936899e-17    6.622921e-18    1.492656e-17    8.813697e-18    9.805497e-17    4.423433e-18    9.218587e-12    1.480400e-08    2.447783e-05    2.054705e-07    3.573863e-10    1.250353e-11    1.301538e-09    2.664650e-05    0.000000e+00    2.873313e-21    3.481966e-18    2.760383e-22    0.000000e+00    0.000000e+00    7.677225e-01    0.000000e+00    5.540034e-04    0.000000e+00    9.517837e-11    1.874856e-01    1.616075e-13    3.745825e-09    1.375313e-06    2.760731e-08    4.356359e-02    2.560385e-09    3.541929e-17    1.038941e-17    3.314007e-18    1.547554e-17    1.039981e-17    1.121700e-16    5.060187e-18    1.021365e-11    1.640195e-08    4.022876e-05    3.450850e-07    6.002257e-10    2.769562e-11    2.929805e-09    4.189670e-05    0.000000e+00    3.185923e-21    3.735413e-18    2.961307e-22    0.000000e+00    0.000000e+00    7.683129e-01    0.000000e+00    
2.921912e-01        1.911436e-01        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541781e-01        1.421384e+00        2.799241e+01        5.186522e-04    0.000000e+00    1.234246e-09    1.640179e-01    4.065859e-12    6.149586e-09    2.192065e-06    2.097290e-08    6.769085e-02    1.974890e-09    2.675822e-17    1.573967e-17    6.211960e-18    1.348689e-17    1.487486e-17    2.893607e-16    1.322765e-17    8.308474e-12    1.480396e-08    2.265909e-05    1.996128e-07    3.471969e-10    1.070754e-11    1.166717e-09    2.422074e-05    0.000000e+00    1.255658e-21    0.000000e+00    1.690718e-22    0.000000e+00    0.000000e+00    7.677233e-01    0.000000e+00    5.559605e-04    0.000000e+00    8.888981e-11    1.874881e-01    1.464106e-13    3.514781e-09    1.331805e-06    2.472925e-08    4.356361e-02    2.399718e-09    1.531654e-17    8.442687e-18    3.108375e-18    1.398295e-17    1.755177e-17    3.310150e-16    1.513181e-17    9.205316e-12    1.640195e-08    3.723979e-05    3.352479e-07    5.831140e-10    2.371750e-11    2.626325e-09    3.808272e-05    0.000000e+00    1.392274e-21    0.000000e+00    1.813786e-22    0.000000e+00    0.000000e+00    7.683153e-01    0.000000e+00    
3.821606e-01        2.499998e-01        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541794e-01        1.421382e+00        2.799236e+01        5.199103e-04    0.000000e+00    1.171392e-09    1.640196e-01    3.765631e-12    5.839501e-09    2.136678e-06    1.930789e-08    6.769075e-02    1.875893e-09    0.000000e+00    1.247897e-17    5.888441e-18    1.247253e-17    1.601837e-17    0.000000e+00    0.000000e+00    7.682839e-12    1.480393e-08    2.140584e-05    1.950147e-07    3.391987e-10    9.545467e-12    1.074315e-09    2.145017e-05    0.000000e+00    1.877712e-22    0.000000e+00    4.342456e-23    0.000000e+00    0.000000e+00    7.677245e-01    0.000000e+00    5.573103e-04    0.000000e+00    8.436324e-11    1.874904e-01    1.355997e-13    3.337560e-09    1.298157e-06    2.276608e-08    4.356363e-02    2.279430e-09    0.000000e+00    6.693677e-18    2.946497e-18    1.293131e-17    1.890112e-17    0.000000e+00    0.000000e+00    8.512164e-12    1.640195e-08    3.518016e-05    3.275261e-07    5.696822e-10    2.114352e-11    2.418329e-09    3.372658e-05    0.000000e+00    2.082012e-22    0.000000e+00    4.658556e-23    0.000000e+00    0.000000e+00    7.683181e-01    0.000000e+00    
5.015499e-01        3.281018e-01        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541807e-01        1.421379e+00        2.799230e+01        5.207983e-04    0.000000e+00    1.129328e-09    1.640213e-01    3.539614e-12    5.588304e-09    2.092201e-06    1.811442e-08    6.769063e-02    1.798009e-09    0.000000e+00    4.677932e-18    5.618015e-18    1.170013e-17    0.000000e+00    0.000000e+00    0.000000e+00    7.231729e-12    1.480390e-08    2.052187e-05    1.912827e-07    3.327071e-10    8.750271e-12    1.007835e-09    1.825736e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.677262e-01    0.000000e+00    5.582633e-04    0.000000e+00    8.133399e-11    1.874927e-01    1.274612e-13    3.193995e-09    1.271138e-06    2.135889e-08    4.356365e-02    2.184797e-09    0.000000e+00    2.509231e-18    2.811185e-18    1.213052e-17    0.000000e+00    0.000000e+00    0.000000e+00    8.012376e-12    1.640195e-08    3.372744e-05    3.212589e-07    5.587807e-10    1.938218e-11    2.268684e-09    2.870651e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.683213e-01    0.000000e+00    
6.472437e-01        4.234120e-01        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541820e-01        1.421376e+00        2.799225e+01        5.214205e-04    0.000000e+00    1.089210e-09    1.640229e-01    3.372978e-12    5.385376e-09    2.055752e-06    1.727902e-08    6.769052e-02    1.736778e-09    0.000000e+00    8.758936e-18    5.395977e-18    1.117890e-17    0.000000e+00    3.710251e-17    1.690577e-18    6.914527e-12    1.480387e-08    1.990317e-05    1.881794e-07    3.273090e-10    8.219384e-12    9.611826e-10    1.499858e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.677279e-01    0.000000e+00    5.589313e-04    0.000000e+00    7.844482e-11    1.874950e-01    1.214608e-13    3.078018e-09    1.248995e-06    2.037390e-08    4.356366e-02    2.110397e-09    0.000000e+00    4.698280e-18    2.700085e-18    1.159014e-17    0.000000e+00    4.244377e-17    1.933952e-18    7.660948e-12    1.640194e-08    3.271067e-05    3.160474e-07    5.497158e-10    1.820628e-11    2.163672e-09    2.358269e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.683245e-01    0.000000e+00    
8.478785e-01        5.546638e-01        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541833e-01        1.421373e+00        2.799219e+01        5.219812e-04    0.000000e+00    1.056467e-09    1.640247e-01    3.214903e-12    5.186398e-09    2.020320e-06    1.650970e-08    6.769040e-02    1.677595e-09    2.428326e-19    5.899068e-18    5.176019e-18    1.065395e-17    2.761688e-20    1.848405e-17    8.382357e-19    6.621065e-12    1.480384e-08    1.934579e-05    1.851525e-07    3.220441e-10    7.747745e-12    9.180871e-10    1.144233e-05    3.558326e-29    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.677299e-01    0.000000e+00    5.595335e-04    0.000000e+00    7.608682e-11    1.874973e-01    1.157688e-13    2.964298e-09    1.227470e-06    1.946683e-08    4.356367e-02    2.038487e-09    1.389997e-19    3.164258e-18    2.590026e-18    1.104590e-17    3.258714e-20    2.114505e-17    9.589097e-19    7.335822e-12    1.640194e-08    3.179470e-05    3.109644e-07    5.408744e-10    1.716161e-11    2.066666e-09    1.799114e-05    4.073641e-29    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.683281e-01    0.000000e+00    
1.146135e+00        7.497785e-01        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541847e-01        1.421370e+00        2.799213e+01        5.225525e-04    0.000000e+00    1.022522e-09    1.640265e-01    3.053947e-12    4.978495e-09    1.982666e-06    1.573299e-08    6.769028e-02    1.615975e-09    3.415630e-19    3.788181e-18    4.947318e-18    1.012807e-17    5.272612e-20    1.973347e-17    8.948444e-19    6.324132e-12    1.480380e-08    1.877803e-05    1.819210e-07    3.164231e-10    7.279755e-12    8.745366e-10    7.654895e-06    2.593759e-29    0.000000e+00    0.000000e+00    5.011619e-26    0.000000e+00    0.000000e+00    7.677320e-01    0.000000e+00    5.601471e-04    0.000000e+00    7.364228e-11    1.874998e-01    1.099730e-13    2.845476e-09    1.204596e-06    1.855104e-08    4.356369e-02    1.963615e-09    1.955144e-19    2.031983e-18    2.475592e-18    1.050070e-17    6.221548e-20    2.257438e-17    1.023670e-18    7.006849e-12    1.640194e-08    3.086164e-05    3.055377e-07    5.314351e-10    1.612503e-11    1.968635e-09    1.203606e-05    2.969392e-29    0.000000e+00    0.000000e+00    5.376472e-26    0.000000e+00    0.000000e+00    7.683319e-01    0.000000e+00    
1.528628e+00        1.000000e+00        1.200000e+03        5.066250e+05        1.200000e+03        5.066250e+05        6.541859e-01        1.421367e+00        2.799208e+01        5.230315e-04    3.219731e-17    9.941149e-10    1.640280e-01    2.921742e-12    4.805679e-09    1.950751e-06    1.509349e-08    6.769018e-02    1.564639e-09    2.731442e-19    2.213827e-18    4.759075e-18    9.695895e-18    4.720258e-20    1.909474e-17    8.658489e-19    6.079113e-12    1.480377e-08    1.830197e-05    1.791736e-07    3.116443e-10    6.899201e-12    8.386442e-10    4.576776e-06    4.005791e-31    4.687776e-28    2.223662e-22    1.115142e-26    0.000000e+00    0.000000e+00    7.677338e-01    0.000000e+00    5.606616e-04    1.958955e-17    7.159653e-11    1.875019e-01    1.052125e-13    2.746707e-09    1.185207e-06    1.779702e-08    4.356370e-02    1.901238e-09    1.563510e-19    1.187501e-18    2.381401e-18    1.005264e-17    5.569795e-20    2.184374e-17    9.905021e-19    6.735391e-12    1.640193e-08    3.007929e-05    3.009240e-07    5.234100e-10    1.528211e-11    1.887843e-09    7.196237e-06    4.585925e-31    5.197870e-28    2.385553e-22    1.196328e-26    0.000000e+00    0.000000e+00    7.683350e-01    0.000000e+00    
